0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03125,11505.88086,-1120.797485,-12108.75879,8365.71582,199.8579559,-2799.161133,13.27282333,136.6281128,2716.703369,413.048645,-903.1920776,-2720.028809,-265418.875,-255132.8906,-268121,-258801.5,1858.265747,11995.05566,2128.177246,7052.1875,1131.956177,45.65905762,-802.0513916,-97.43421936,-89.3704071,12455.66895,11330.44043,248.1840057,-259850.0313,-256194.7656,-270438.7813,-257153.7813,8,1378.748169,13301.50781,11118.98535,940.760498,-8315.822266,10260.32324,9235.69043,11323.93359,-10138.85742,395.6313782,1133.967651,-1295.601318,3027.530273,10206.36816,11750.31738,-9344.602539
0.03515625,-1342.2323,258.6340637,1139.000732,-1194.233765,326.5596008,761.1655273,197.4118958,224.8382721,-825.6034546,-411.2631226,-60.70744324,259.6584473,-298412.7188,-299413.9688,-298500.9063,-301380.8438,-158.8896637,-1411.240112,-92.0837326,-967.7908325,-541.3915405,49.88919067,-89.40505219,-102.8355331,-88.38858795,-1543.834839,-1543.021606,250.7546234,-309932.1875,-310694.5,-309255.1875,-308326.6563,8,1443.689453,-1036.009521,-999.1085815,611.763916,1537.76062,-1632.088501,-1038.900391,-1420.325684,1780.786133,411.4916382,552.0685425,511.6423645,-135.4217224,-874.4499512,-1514.991333,1703.581421
0.0390625,538.661438,7.910084248,-807.1398315,251.1355896,334.7904968,270.330719,191.2016296,191.602005,-363.8788147,-268.7511597,-140.2783813,-164.4118805,-341467.25,-340793.3438,-342232.4688,-343392.9688,167.2312469,527.9264526,294.2834778,252.9231415,-333.6262512,26.07827187,-204.914093,-100.1425171,-93.58629608,506.5077209,314.9231873,224.6778412,-346326.75,-346443.0938,-347390.4688,-344297.25,8,1647.850952,1200.371338,913.953064,808.5548706,198.9133606,85.98710632,544.9000244,423.6558838,111.2815933,510.6874695,715.7792969,242.7381744,317.158905,778.9851685,517.4955444,199.5110779
0.04296875,161.5323181,46.38642883,-457.9258423,-52.41357422,316.3742981,349.8620605,177.5000916,188.6364899,-453.5784607,-311.0620117,-145.4717407,-100.8778992,-490000.5313,-489452.9688,-491083.5,-493032.5938,87.0660553,156.7968445,200.3496857,0.693575442,-379.6601257,25.82143211,-191.7276764,-115.4015656,-99.94976807,113.8881683,-38.90311432,224.0078735,-496237.6875,-496488.0938,-497170.875,-493456.8125,8,2333.20459,1116.881348,807.027832,1112.449097,593.4992065,-341.8904114,309.5998535,105.7649002,585.8950806,720.7929077,1002.408264,428.5539551,344.7969666,716.3237305,192.0070496,676.6585083
0.046875,203.3439941,41.09137726,-489.6083374,-13.55136204,322.7817383,346.8971558,182.7748871,188.9671936,-447.6289978,-301.8223572,-137.9803467,-102.9294128,-447376.5938,-446852.5,-448358.25,-450142.0938,100.2307129,192.4494629,216.7929077,31.90126801,-377.0202026,24.92119789,-191.199173,-110.4145279,-98.68968201,153.9211884,-5.235633373,223.8571625,-453449.9688,-453684.8125,-454362.625,-450889.5625,8,2134.931641,1065.37561,774.2588501,1022.747559,532.3126831,-263.425293,324.9295044,129.0387726,512.2943115,660.9465942,916.3272705,383.3329163,319.27771,675.7270508,219.239624,598.7827148
