682	846	992	753	1205	178	1105	-373	4176068	0	0	0	0	0
137	426	535	241	740	-232	674	-798	4177914	0	0	0	0	0
-527	-323	-170	-445	34	-716	154	-1350	4177941	0	0	0	0	0
-1054	-801	-373	-615	-250	-991	162	-1463	4211652	0	0	0	0	0
-694	-521	-201	-345	181	-557	395	-1305	4211668	0	0	0	0	0
-662	-431	-197	-488	103	-693	296	-1455	4211673	0	0	0	0	0
-525	-464	-157	-637	79	-576	209	-1465	4214055	0	0	0	0	0
-1103	-617	-582	-882	-278	-857	129	-1516	4214066	0	0	0	0	0
-1115	-700	-457	-689	-25	-620	529	-1095	4216642	0	0	0	0	0
-1335	-885	-542	-974	-234	-814	687	-921	4216650	0	0	0	0	0
-1395	-1064	-621	-967	-329	-905	560	-933	4219130	0	0	0	0	0
-1415	-1145	-687	-989	-418	-1069	397	-986	4221625	0	0	0	0	0
-1188	-989	-714	-931	-266	-979	525	-885	4221640	0	0	0	0	0
-1146	-873	-703	-813	-313	-974	491	-954	4221645	0	0	0	0	0
-1126	-927	-682	-840	-326	-863	586	-901	4229019	0	0	0	0	0
-1219	-944	-810	-887	-389	-1025	721	-1005	4229036	0	0	0	0	0
-1555	-1405	-1297	-1187	-719	-1355	277	-1226	4264187	0	0	0	0	0
-1579	-1432	-1187	-1035	-533	-1135	519	-1118	4264201	0	0	0	0	0
-1849	-1676	-1180	-1080	-689	-1275	622	-980	4264206	0	0	0	0	0
-1607	-1265	-910	-849	-219	-778	1186	-510	4264211	0	0	0	0	0
-1327	-873	-665	-789	-72	-730	1083	-695	4266635	0	0	0	0	0
-1572	-877	-788	-932	-264	-1019	633	-1109	4266642	0	0	0	0	0
-1562	-849	-571	-856	-33	-841	557	-1305	4269010	0	0	0	0	0
-1253	-671	-659	-632	208	-899	515	-1274	4269018	0	0	0	0	0
-1273	-702	-715	-812	56	-1027	407	-1551	4271636	0	0	0	0	0
-1007	-568	-584	-626	263	-917	451	-1470	4271651	0	0	0	0	0
-641	-271	-441	-127	608	-781	640	-1147	4274015	0	0	0	0	0
-649	-208	-405	-360	327	-1074	452	-1351	4307914	0	0	0	0	0
-278	-61	-145	-51	499	-651	839	-763	4307932	0	0	0	0	0
-753	-508	-418	-270	153	-883	632	-843	4307937	0	0	0	0	0
-879	-743	-523	-42	283	-821	728	-766	4310383	0	0	0	0	0
-995	-661	-623	-515	-55	-806	504	-1084	4310406	0	0	0	0	0
-957	-684	-652	-347	52	-686	605	-1005	4312873	0	0	0	0	0
-680	-475	-495	-21	293	-565	507	-983	4312886	0	0	0	0	0
-695	-254	-84	-55	375	-497	655	-962	4315367	0	0	0	0	0
-281	99	241	127	649	-57	887	-659	4317879	0	0	0	0	0
-237	219	325	96	778	-99	910	-616	4317891	0	0	0	0	0
-339	103	87	181	824	-98	1041	-453	4317896	0	0	0	0	0
-623	-117	-201	-193	479	-423	844	-525	4320376	0	0	0	0	0
-589	106	127	-118	553	-211	1133	-238	4320389	0	0	0	0	0
-461	128	154	-5	635	-101	1333	-20	4354141	0	0	0	0	0
-825	-213	-398	-333	288	-587	1175	-238	4354163	0	0	0	0	0
-969	-193	-319	-522	247	-409	1159	-294	4356479	0	0	0	0	0
-1295	-579	-447	-747	-145	-621	973	-391	4356486	0	0	0	0	0
-1575	-848	-625	-1063	-416	-748	879	-696	4359129	0	0	0	0	0
-1805	-1092	-715	-1199	-377	-813	813	-659	4359143	0	0	0	0	0
-1403	-823	-521	-825	-173	-580	1057	-408	4361004	0	0	0	0	0
-953	-461	-227	-327	309	-243	1620	23	4361017	0	0	0	0	0
-1097	-765	-581	-511	209	-491	1559	21	4362920	0	0	0	0	0
-903	-427	-286	-289	341	-367	1536	-1	4362933	0	0	0	0	0
-963	-441	-47	-431	425	-275	1259	-326	4397756	0	0	0	0	0
-1358	-843	-568	-591	281	-570	1203	-376	4397770	0	0	0	0	0
-1093	-633	-439	-382	516	-362	1313	-247	4400371	0	0	0	0	0
-854	-443	-463	-126	480	-414	1301	-313	4400384	0	0	0	0	0
-855	-567	-593	-181	323	-490	1113	-561	4400391	0	0	0	0	0
-539	-327	-489	20	545	-463	1046	-721	4400396	0	0	0	0	0
-436	-297	-243	-15	533	-436	989	-857	4402869	0	0	0	0	0
-363	-79	-131	141	561	-295	951	-663	4402882	0	0	0	0	0
-180	2	11	468	676	-178	1145	-405	4405369	0	0	0	0	0
-107	215	5	514	760	8	1182	-291	4407874	0	0	0	0	0
116	330	454	531	942	40	1239	-299	4407888	0	0	0	0	0
-31	-105	-179	157	587	-455	1310	-244	4407893	4418400	0	0	0	0
-270	-116	-150	-29	548	-488	1213	-371	4441648	0	0	0	0	0
-789	-576	-419	-585	87	-628	817	-630	4441662	4442673	0	0	0	0
-846	-505	-245	-564	217	-407	781	-782	4444118	0	0	0	0	0
