-151860112	-400000047	-157076997	-400000047	-400000047	-400000047	-24923709	-400000047	0	0
-151836842	-400000047	-157058448	-400000047	-400000047	-400000047	-24903491	-400000047	0	0
-151822918	-400000047	-157040567	-400000047	-400000047	-400000047	-24886181	-400000047	0	0
-151809853	-400000047	-157018394	-400000047	-400000047	-400000047	-24865916	-400000047	0	0
-151791304	-400000047	-156988830	-400000047	-400000047	-400000047	-24842742	-400000047	0	0
-151800364	-400000047	-157000178	-400000047	-400000047	-400000047	-24847605	-400000047	0	0
-151827448	-400000047	-157028741	-400000047	-400000047	-400000047	-24871113	-400000047	0	0
-151862210	-400000047	-157060737	-400000047	-400000047	-400000047	-24903729	-400000047	0	0
-151874369	-400000047	-157078094	-400000047	-400000047	-400000047	-24921563	-400000047	0	0
-151881522	-400000047	-157087535	-400000047	-400000047	-400000047	-24929144	-400000047	0	0
-151888197	-400000047	-157081050	-400000047	-400000047	-400000047	-24926426	-400000047	0	0
-151883334	-400000047	-157070655	-400000047	-400000047	-400000047	-24919608	-400000047	0	0
-151865834	-400000047	-157064981	-400000047	-400000047	-400000047	-24913886	-400000047	0	0
-151852578	-400000047	-157066506	-400000047	-400000047	-400000047	-24908974	-400000047	0	0
-151833886	-400000047	-157055968	-400000047	-400000047	-400000047	-24894288	-400000047	0	0
-151849621	-400000047	-157041616	-400000047	-400000047	-400000047	-24894192	-400000047	0	0
-151867169	-400000047	-157051009	-400000047	-400000047	-400000047	-24905970	-400000047	0	0
-151868790	-400000047	-157056398	-400000047	-400000047	-400000047	-24911549	-400000047	0	0
-151865118	-400000047	-157063216	-400000047	-400000047	-400000047	-24917414	-400000047	0	0
-151854962	-400000047	-157061643	-400000047	-400000047	-400000047	-24914410	-400000047	0	0
-151837939	-400000047	-157044524	-400000047	-400000047	-400000047	-24895241	-400000047	0	0
-151818722	-400000047	-157016057	-400000047	-400000047	-400000047	-24870589	-400000047	0	0
-151811379	-400000047	-157011289	-400000047	-400000047	-400000047	-24861481	-400000047	0	0
-151819676	-400000047	-157023162	-400000047	-400000047	-400000047	-24867632	-400000047	0	0
-151834792	-400000047	-157037896	-400000047	-400000047	-400000047	-24879410	-400000047	0	0
-151853531	-400000047	-157050246	-400000047	-400000047	-400000047	-24896243	-400000047	0	0
-151844805	-400000047	-157049722	-400000047	-400000047	-400000047	-24896338	-400000047	0	0
-151853436	-400000047	-157054156	-400000047	-400000047	-400000047	-24900725	-400000047	0	0
-151863211	-400000047	-157053775	-400000047	-400000047	-400000047	-24902155	-400000047	0	0
-151862019	-400000047	-157057590	-400000047	-400000047	-400000047	-24899819	-400000047	0	0
