4052	-10586	13899	529	0
859	-3975	3062	1609	0
156	823	-5895	1176	0
915	2875	-15582	1026	0
-1331	2819	-17933	1383	0
-4713	5063	-21323	1883	0
-2569	1175	-18248	2266	0
6530	-4415	-1292	729	0
10360	-4911	11025	138	0
12397	-7339	16723	285	0
14423	-3446	17731	-469	0
12150	513	2560	1248	0
12439	1924	-10121	1895	0
7673	5688	-18381	1289	0
5788	7717	-24333	1703	0
6938	8321	-28618	1035	0
4414	9652	-32380	2260	0
717	12799	-9614	1694	0
3221	8978	10687	841	0
8829	1423	18226	769	0
16383	465	18765	-123	0
13527	2522	2965	926	0
10102	3985	395	1883	0
7780	5428	-4463	1801	0
5697	6315	-14159	3054	0
5162	7167	-19996	1499	0
5626	17216	-26405	1211	0
2649	14230	-14091	1387	0
1841	10719	-2068	55	0
3421	9122	11255	525	0
7351	6885	17093	45	0
11279	4558	12501	83	0
9403	3345	1251	1061	0
3835	3955	-9245	1661	0
-2334	2548	-19347	2000	0
-4259	-166	-29070	2090	0
-7081	-295	-26210	1551	0
-9082	-861	-26637	2917	0
-8821	-3641	-1966	2750	0
-181	-5893	9616	-69	0
2375	-7406	13280	782	0
3313	-7280	15286	-73	0
839	-3113	4464	1113	0
-1556	-3239	-1566	1925	0
-6604	1501	-10349	1971	0
-8439	2357	-16165	1223	0
-9145	5451	-20271	2157	0
-3461	8214	-23931	1618	0
-1699	6375	-20893	2136	0
-1236	4085	-2473	1597	0
-6329	3121	6431	-673	0
-3918	-2173	14257	-104	0
-4998	-3465	11821	54	0
-9473	-55	1581	1240	0
-12155	6035	-5332	1269	0
-16515	4680	-10035	1105	0
-13659	4830	-16719	1780	0
-15014	3833	-20911	1586	0
-14317	5069	-32320	1646	0
-9557	3159	-13186	2601	0
-8530	-2009	1001	-149	0
-4913	-5834	12461	-350	0
-719	-5215	10562	37	0
2169	-4524	-3899	1564	0
2215	-1891	-8684	1177	0
393	-159	-15497	1649	0
-775	-122	-24326	1356	0
-4995	5415	-24138	2270	0
-7206	8635	-22438	1309	0
-9169	11748	-14658	1747	0
-1411	9097	7389	1182	0
2156	4999	18430	-245	0
6287	5017	11842	-541	0
6542	6097	-2025	1235	0
8327	8847	-5785	1593	0
6093	11913	-9707	1692	0
5495	14366	-15216	1533	0
4258	13957	-20475	1929	0
1243	11868	-17391	1683	0
573	8649	-9762	1945	0
598	6211	6983	1083	0
4907	4087	13227	-568	0
4445	-926	21240	108	0
-659	439	18231	784	0
-3757	8396	8911	1047	0
-2850	12637	2468	1770	0
-7316	10588	1180	1543	0
-10981	8333	-8845	980	0
-10685	10828	-12777	2339	0
-8246	8917	-12774	2752	0
-753	4270	2287	949	0
2152	-2847	10764	-153	0
3916	-7256	19696	393	0
6665	-6999	20577	-331	0
232	-22	5421	478	0
-1638	235	-3961	1777	0
-2895	4067	-12807	964	0
-9061	3105	-21299	1417	0
-12486	4937	-27983	1153	0
-22801	1997	-27522	2409	0
-19171	1963	-10169	1650	0
-10360	-313	7462	-191	0
3079	-5090	17594	-556	0
11360	-6052	19614	-818	0
15454	-7202	15625	-407	0
11855	-3549	1822	1189	0
10476	811	9277	411	0
14828	2637	11185	504	0
11787	-2404	13607	274	0
14787	-4393	16809	32	0
11643	-474	12497	732	0
14607	1133	23194	-241	0
17851	881	32497	-111	0
22631	-799	32705	-163	0
18139	-2395	19561	83	0
14182	-2467	13686	745	0
16087	-2279	11934	257	0
15092	55	9539	75	0
16449	2325	-2345	-59	0
14892	1313	-8547	1419	0
10751	1338	-4364	1806	0
11143	-2553	18609	1127	0
13278	-5459	20644	-560	0
12007	-9803	20620	283	0
7473	-8861	15681	-547	0
5107	-5304	2107	1412	0
1524	-7189	-8449	1014	0
-3996	-3922	-13757	1215	0
-5356	127	-14685	2679	0
-899	6990	-9903	2249	0
-2493	7690	-18844	1731	0
-2345	4089	-11853	1621	0
-1387	1722	1086	369	0
2356	544	15428	-190	0
1309	-2095	18915	-482	0
-1349	655	7179	1450	0
-2067	4762	-955	1351	0
-4698	10279	-6721	1629	0
-8990	12969	-15835	1936	0
-15299	13171	-25597	2805	0
-17555	11517	-22975	2103	0
-17393	10325	-17771	1483	0
-12886	2627	-1991	821	0
-10847	-3195	14586	-169	0
-10820	-3639	8059	-44	0
-11870	-2299	-5423	1757	0
-10447	615	-10445	1657	0
-7847	-898	-9681	2234	0
-6081	-3727	-11483	1110	0
-11353	-3812	-17006	1797	0
-11818	-1216	-15360	2502	0
-12576	-7751	-6617	295	0
-3161	-10667	4839	-303	0
3353	-13311	11133	-17	0
7125	-12176	19048	-490	0
4874	-4174	5853	1404	0
4275	-50	-483	1831	0
3247	-811	-6593	1265	0
-1945	-1939	-9465	1415	0
-779	-1757	-13199	967	0
-3759	-4181	-26127	2298	0
-4119	-4449	-7796	954	0
2003	243	9273	280	0
8375	1895	18679	429	0
7997	1287	18230	-533	0
3779	3175	4631	453	0
-287	5807	-943	1460	0
-1958	1413	-2148	759	0
-4529	-3035	-5003	2006	0
-5795	7	-9703	1471	0
-4309	-327	-17526	1689	0
-2256	-3822	-329	2437	0
7224	-1304	12147	-310	0
8049	2727	18651	302	0
11872	3233	23612	-365	0
15310	5120	12793	-79	0
9654	9572	2802	937	0
6037	8542	-9017	1822	0
2078	7995	-12237	1947	0
-3353	9079	-18529	2055	0
-2005	11817	-16775	1474	0
-3125	12907	-21553	2306	0
366	1550	3378	1095	0
4445	-4240	17927	151	0
8464	-1085	18645	545	0
11014	2324	17351	-457	0
12420	4173	12306	1545	0
4355	1647	3390	1508	0
2892	441	-3831	1736	0
4263	7691	-10529	1688	0
2995	8842	-16673	2412	0
-2669	7413	-25132	1118	0
-714	6810	-14187	2770	0
5771	2239	9292	-228	0
9103	122	15577	108	0
15192	-1358	16301	169	0
17248	-3901	20963	-201	0
12027	-3089	6228	635	0
6416	-3856	-4290	927	0
645	-2829	-11547	1125	0
-4107	-1679	-13207	1645	0
-9539	1523	-18467	1577	0
-12926	2853	-17451	1619	0
-11432	4567	-3665	1772	0
-7040	3449	10856	423	0
-6808	-1033	22615	51	0
-6757	-9434	32752	-442	0
-4220	-13869	32482	-665	0
-1227	-11339	12641	1322	0
-8250	-12832	2923	1602	0
-7703	-7876	1924	1248	0
-6334	1754	-2358	1804	0
-7530	5261	-4847	1785	0
-14068	7155	-17077	1945	0
-12772	4493	-9164	1804	0
-9333	4128	6580	1774	0
2169	615	15252	715	0
5207	-3913	16041	-901	0
903	-3261	5896	477	0
-6547	-1204	1225	1412	0
-4290	4087	-3139	1425	0
-3311	9647	-9997	1048	0
-3892	11815	-12409	1349	0
-3115	13807	-18773	997	0
-5127	10371	-15037	1903	0
-4904	3219	5763	-438	0
2570	1895	12797	618	0
5264	-4246	16061	445	0
2918	-6399	12957	-562	0
599	-1896	2711	923	0
-1662	2775	-7439	1130	0
-3259	5015	-9549	1470	0
-5833	9507	-12281	1873	0
-7642	7058	-17440	1955	0
-11485	9051	-25860	1475	0
-13781	6198	-12665	1494	0
-10114	-3262	-667	-541	0
-7181	-9688	10839	34	0
-1728	-16195	17799	-409	0
3566	-17808	10533	-265	0
2221	-15003	-1200	1265	0
-1425	-11653	-5310	1652	0
-2248	-11823	-11736	1561	0
-3647	-9015	-14016	2291	0
-4633	-10884	-8340	1331	0
-5783	-8067	-14879	2845	0
-1956	-11639	2025	1456	0
4625	-16389	18435	-125	0
3192	-14325	21865	502	0
2910	-8802	13704	-457	0
-957	-2305	1057	1709	0
-4215	-1559	-7397	1521	0
-9719	-1220	-10550	1647	0
-6035	-2588	-15844	1321	0
-5048	-3519	-20065	985	0
-3654	-4491	-21971	1415	0
-2248	-8188	-8082	2584	0
6165	-10669	13154	311	0
11333	-12599	17462	-381	0
12495	-13853	20157	1023	0
10651	-12565	22171	-549	0
2858	-9394	11086	1125	0
-2222	-6464	5951	1442	0
-6773	-1401	-3551	1041	0
-6783	2951	-13720	1525	0
-3994	5205	-11967	2006	0
-3208	9251	-19523	1827	0
-3393	7736	-8941	2836	0
785	2351	9289	135	0
3093	486	21690	445	0
6017	-617	27486	181	0
8413	994	17871	701	0
3869	3355	7095	1807	0
4273	6417	-2525	1369	0
6555	3099	-6829	1121	0
8178	-1511	-11341	1891	0
6585	535	-11011	1415	0
7292	3247	-22705	2408	0
6253	5408	-17263	1926	0
3583	4537	-10217	1478	0
6077	5249	-2583	772	0
3299	3687	-7639	1731	0
-3769	1609	-14426	1726	0
-2405	2837	-9599	2980	0
4367	-2821	8736	180	0
4943	-5403	17119	-608	0
7639	-10618	32455	247	0
8127	-13909	32575	-560	0
7849	-12419	19529	359	0
3064	-10545	9841	1427	0
974	-7981	9725	977	0
3409	-7033	7714	703	0
7090	-7598	4783	889	0
8323	-3262	1787	547	0
10491	-1329	3781	761	0
14993	-1809	19607	328	0
18368	-3853	26294	-87	0
20755	-2431	19716	-289	0
21431	-940	10262	1213	0
19389	-1386	6275	727	0
16491	-2049	4601	327	0
11978	1145	-1648	515	0
3974	3906	-13449	1624	0
2103	5861	-19481	1598	0
-824	5961	-6381	2083	0
-1237	5667	8129	630	0
2811	3801	15274	-300	0
3552	3947	20014	-425	0
135	2501	22623	669	0
3170	1635	26633	-634	0
8010	1801	13547	402	0
8433	4663	5917	1620	0
7094	5351	-4615	1508	0
4278	7046	-13662	1827	0
729	8634	-25052	1714	0
-3924	10967	-30784	2520	0
-1584	8065	-24159	2250	0
2329	5952	-830	1030	0
10265	3155	9367	611	0
8507	-116	17983	-77	0
6191	6381	7869	535	0
337	12421	-1065	1634	0
-7005	11163	-4733	1917	0
-10421	5529	-10314	1768	0
-8539	4399	-12974	1579	0
-10537	8764	-14818	2294	0
-13000	8711	-4245	2803	0
-15208	6842	1011	435	0
-8589	5637	9690	-381	0
-4393	1117	16872	1072	0
-985	897	10673	728	0
-8155	-461	-311	1867	0
-8837	3859	-10574	1265	0
-10770	3745	-18503	1631	0
-11027	6127	-18427	2113	0
-11784	7611	-25610	1881	0
-11429	10058	-25920	4341	0
-1446	5454	-1650	1676	0
8371	-500	12988	-103	0
15345	-7039	14967	327	0
15724	-10918	10151	-7	0
11822	-1785	-6307	1081	0
11146	7527	-8135	1107	0
7339	14005	-13097	1140	0
6517	16187	-21065	2495	0
148	12459	-19856	2133	0
-3158	14521	-23611	1255	0
-1547	10497	-4511	2185	0
303	8617	5097	-624	0
5840	4074	13027	-26	0
8398	2301	14530	-255	0
3907	5468	67	933	0
-1985	2643	-9165	1257	0
-4469	361	-11774	1719	0
-3896	2615	-23335	1329	0
-8279	5291	-23098	2985	0
-5446	10358	-19445	1475	0
-3819	8756	-16049	1915	0
1809	5814	-832	1069	0
11997	5343	11290	230	0
9767	5150	5928	-61	0
7502	7110	-8163	1752	0
987	7063	-9645	1591	0
4418	-1001	-3361	993	0
-1273	-1545	-14	967	0
-3160	-3019	2167	859	0
-8232	-5134	3642	1127	0
-6043	-5251	14989	531	0
-1343	-8837	24901	-293	0
4275	-10153	22089	-478	0
3242	-5022	6137	613	0
10875	-3055	7033	1236	0
9441	-5893	11676	731	0
11329	-6236	11335	287	0
9334	-4298	5253	345	0
2016	-8793	-2918	1349	0
-1914	-10228	843	2085	0
2661	-11732	9779	848	0
7892	-12672	14541	410	0
9751	-12190	11685	296	0
11527	-10165	18864	-209	0
8154	-4848	3655	753	0
5008	3003	-4401	2148	0
1964	3210	-6107	1842	0
-5088	6143	-12453	1660	0
-7809	5123	-14754	1257	0
-7044	4270	-17263	1916	0
-7089	7141	-9271	3840	0
-3467	503	11818	560	0
-2651	-260	22039	1275	0
-1516	167	24357	-110	0
-8690	-569	13143	309	0
-13351	1463	6232	1827	0
-16695	4603	141	1501	0
-15781	8019	-6885	1506	0
-14264	9612	-11953	1718	0
-14146	10746	-17069	1213	0
-11653	11728	-29444	3059	0
-3589	6301	-10861	1126	0
3827	3119	8512	0	0
578	-1339	17564	430	0
3485	-7200	24668	-402	0
5852	871	7743	1193	0
-2227	4249	-2841	1845	0
-6149	10785	-11171	2132	0
-7755	13743	-13811	1223	0
-8628	14604	-18102	2555	0
-13283	14374	-16225	1509	0
-12062	13537	-21295	1628	0
-9703	6152	-4872	793	0
-6454	391	6565	-50	0
-3069	-2377	18373	-78	0
-5549	-3598	9655	-59	0
-9347	-3167	-3309	1559	0
-12706	-3362	-9102	2050	0
-14683	652	-8275	1105	0
-17053	6649	-13449	2655	0
-17917	6067	-15789	1661	0
-18813	10769	-18701	1673	0
-19981	10321	-2441	1412	0
-16457	5143	9019	1143	0
-10281	1158	25456	98	0
-10522	-6027	27647	-747	0
-8558	-1671	14120	571	0
-10098	-3030	5020	1245	0
-8599	179	336	1777	0
-11741	2181	-8379	1177	0
-16990	5890	-18026	2061	0
-15677	4875	-17453	1467	0
-13804	3769	-16116	3857	0
-5751	-1354	898	1109	0
2630	-8153	16835	-434	0
7696	-7515	24995	566	0
7645	-8484	15349	74	0
-40	-4005	244	1139	0
-2931	-1803	1637	1502	0
-2003	-3860	-3929	2234	0
-3635	-3742	-15362	1463	0
-5599	-3051	-20222	1681	0
-6891	-227	-23865	2177	0
-6879	-3887	-4089	983	0
111	-6441	12836	53	0
6976	-5749	15959	-98	0
7751	-7451	24129	356	0
5888	-8130	20724	501	0
7947	-6509	21343	-207	0
4678	-3129	5220	1678	0
2137	-2111	-297	779	0
451	72	-4263	313	0
439	-2251	-2718	729	0
2337	-4460	-3871	318	0
7761	-7209	-6533	615	0
6795	-7119	3297	515	0
8582	-7108	13140	-660	0
12915	-7769	19045	163	0
14778	-9516	21637	-341	0
14195	-11944	26985	-173	0
10681	-1861	14438	1297	0
6488	3297	7125	1141	0
2172	3108	1480	-113	0
450	2819	-15306	1497	0
-595	1912	-22859	2286	0
-1947	5095	-25355	1719	0
-3417	2492	-16317	1976	0
-198	4564	2691	2416	0
7354	331	10907	-509	0
4157	-5529	17286	220	0
-370	-1396	7047	514	0
-5014	1040	-4300	1200	0
-1913	1089	-10848	1143	0
-1075	7184	-11770	1743	0
-6917	7700	-13731	1424	0
-6196	7061	-23931	3192	0
-3388	5713	-17957	2760	0
-1025	2871	-2078	2043	0
4262	2567	9953	-64	0
5129	-3351	15170	614	0
4460	-3343	9535	-361	0
-1939	866	385	1603	0
-6137	644	-5233	2139	0
-3741	-235	-18777	1390	0
-105	-35	-26024	2108	0
-2818	-670	-28237	1276	0
-12437	5782	-31267	2793	0
-11068	150	-2957	153	0
-7754	-5643	5507	252	0
-907	-3561	13979	-355	0
1088	-155	6086	-16	0
391	4395	-1627	1394	0
-2553	8924	-12446	1834	0
-2763	5231	-18707	2111	0
-6477	5198	-19293	2110	0
-4128	4790	-21611	1565	0
-12197	3366	-29847	2657	0
-13603	-3330	-8388	1301	0
-5716	-5715	11473	-276	0
-3003	-3446	17404	337	0
-1777	-2665	14949	72	0
-2187	-89	4125	1593	0
-9457	-597	-6783	1773	0
-13519	-3222	-11945	1827	0
-15301	-1222	-17600	1435	0
-15287	-2059	-21691	1899	0
-14192	1824	-23275	1749	0
-14634	2924	-10615	2005	0
-7179	-4407	-1325	-632	0
852	-8492	2589	477	0
9219	-4944	2661	-265	0
17134	-6757	8459	-443	0
14344	-4950	-1319	1167	0
9237	-1995	-11529	1337	0
7262	3717	-18001	1315	0
7104	9343	-29108	2409	0
2508	13342	-24740	1723	0
-3055	12842	-28951	1779	0
-4468	10702	-13578	2643	0
362	3949	-3290	307	0
4461	-809	6743	1061	0
5479	-7181	17936	153	0
6142	-5949	7628	-85	0
4023	-259	-1515	1713	0
1832	5525	-8323	1797	0
-2075	10831	-11368	1549	0
-7429	9911	-15970	1838	0
-9682	8767	-13472	1393	0
-9682	11481	-24305	2188	0
-1741	7314	-3872	798	0
6591	-3047	11554	-158	0
11355	-2410	19369	-155	0
16079	-3104	18390	-497	0
14580	-1296	3741	1258	0
8567	-107	-10449	1745	0
3048	3919	-18994	843	0
-3343	11908	-29189	1573	0
-7328	9805	-28389	2177	0
-5887	8355	-28005	1725	0
-7083	5867	-18007	1456	0
-2455	1079	697	-410	0
301	-5843	7454	357	0
2824	-9894	10421	209	0
4294	-12040	15063	82	0
5119	-5687	3993	436	0
2381	1559	-3472	1398	0
-1819	4499	-10128	1717	0
-3588	2015	-19753	2330	0
1489	-1445	-17648	1703	0
2171	-1512	-24891	942	0
-5802	571	-18697	3407	0
479	315	4545	189	0
4187	461	16157	73	0
6062	-4189	29197	-76	0
6414	789	17180	626	0
2665	7895	1427	1163	0
1681	6969	-5186	962	0
2300	3183	-4622	1376	0
1577	1100	-1818	1411	0
817	111	3571	836	0
1315	-12	3473	1173	0
7824	187	9079	686	0
12389	-415	17488	-183	0
15481	-827	16195	-633	0
9257	-2648	10629	1045	0
6997	-2009	13840	492	0
6709	505	11796	629	0
5104	2461	3971	936	0
5505	1756	523	1169	0
7880	2593	1023	599	0
5632	-1093	11310	1263	0
9159	-4192	15003	1113	0
14013	-6338	22217	-155	0
11061	-9098	16275	-169	0
4273	-2973	2455	1891	0
-3116	-2386	-3851	1459	0
-6447	-3301	-16454	813	0
-15357	-2877	-22171	1827	0
-22291	55	-25655	1677	0
-26984	4787	-25145	2524	0
-18847	-480	-6107	2039	0
-8604	-1870	12014	-39	0
-5188	-4217	12981	-269	0
-522	-4154	18515	-44	0
2326	-2014	6768	257	0
4103	3097	3019	1409	0
-359	5651	-2393	2083	0
-10171	5872	-12270	1508	0
-14941	5869	-18996	1999	0
-20104	5998	-25572	1921	0
-21825	7738	-21939	3644	0
-15881	322	-2453	84	0
-8472	-4472	5888	69	0
-4282	-10249	15549	-433	0
-7438	-16033	4106	578	0
-6779	-12542	-9448	1629	0
-9506	-8170	-13341	1540	0
-9534	-5695	-13776	885	0
-12838	-5173	-13509	2093	0
-6657	-4451	-13604	1793	0
-7178	-6045	-14541	3015	0
-2515	-12473	3639	1338	0
1100	-13525	17771	-87	0
5058	-14283	25145	376	0
1323	-11547	22059	201	0
-2583	-6092	11285	1538	0
-4832	-3386	2786	1484	0
-7694	1220	-4575	1576	0
-11313	491	-13529	2203	0
-13945	361	-11650	1626	0
-12665	3097	-17391	639	0
-11643	6964	-27385	2072	0
-15250	7955	-22475	1589	0
-13743	6725	-21503	3075	0
-11421	6463	-4290	1805	0
-6025	3176	9974	483	0
-5236	-2294	22535	275	0
-1025	-4261	27167	315	0
2571	1738	13953	113	0
-2619	8553	-1709	1183	0
-5089	7101	-6727	1297	0
-5199	7264	-13473	1347	0
-13613	11675	-12327	2455	0
-11680	9711	-14071	1943	0
-15223	9949	-20929	2180	0
-14679	4117	1887	1255	0
-10503	-3271	13680	-613	0
-3205	-9668	19617	-690	0
-2595	-8355	8931	1033	0
-8681	-8271	8679	503	0
-5595	-5867	13648	965	0
-2979	-6301	13507	617	0
-1255	-10111	15656	213	0
-3085	-8215	12538	637	0
-3135	-9639	11591	1203	0
-2763	-7344	17417	569	0
3029	-10707	19975	-11	0
3956	-10793	25259	225	0
-1188	-10457	32477	60	0
-4323	-8329	25253	593	0
-5128	-5682	15302	364	0
-4617	-6298	11708	533	0
-4033	-3952	2590	453	0
-6454	2421	-6552	2072	0
-4561	1072	-10353	2031	0
-3801	-2587	-20435	1624	0
-3313	-2119	-6681	2777	0
-617	-7573	11815	100	0
4087	-8233	19240	-399	0
8281	-13471	23328	247	0
10481	-12128	19941	-393	0
6496	-5957	823	952	0
2398	-5704	-2834	1370	0
-1065	-8559	-6551	1755	0
-2601	-477	-14237	2254	0
-363	1445	-17330	1059	0
-2001	5395	-22914	2045	0
-5038	1028	-11632	2011	0
-7567	-2447	993	594	0
-4788	-3779	4756	50	0
3571	-6999	10219	39	0
5360	-8201	3113	322	0
2311	-1949	-5607	1552	0
-3099	-3063	-11000	1077	0
-6949	-7313	-15107	1217	0
-7034	-4279	-19446	1654	0
-3869	-1129	-21643	1689	0
-1563	-487	-23541	3992	0
2646	-2057	-6126	669	0
14313	-4427	5672	27	0
18387	-9604	12801	612	0
13105	-10042	14822	-285	0
5987	-889	1359	789	0
1893	582	-7364	1883	0
2041	3333	-11080	1444	0
1372	4807	-25969	2279	0
-4485	-1071	-32156	1681	0
-10847	-2509	-32300	1917	0
-16552	-5409	-20030	2933	0
