-57422406	-400000047	-126580682	-400000047	-400000047	-400000047	-31146148	-400000047	0	0
-57428128	-400000047	-126580301	-400000047	-400000047	-400000047	-31153634	-400000047	0	0
-57416922	-400000047	-126573053	-400000047	-400000047	-400000047	-31145290	-400000047	0	0
-57404238	-400000047	-126565662	-400000047	-400000047	-400000047	-31134895	-400000047	0	0
-57384831	-400000047	-126547447	-400000047	-400000047	-400000047	-31112865	-400000047	0	0
-57379204	-400000047	-126531282	-400000047	-400000047	-400000047	-31098321	-400000047	0	0
-57374579	-400000047	-126524654	-400000047	-400000047	-400000047	-31092313	-400000047	0	0
-57361323	-400000047	-126510873	-400000047	-400000047	-400000047	-31080201	-400000047	0	0
-57356745	-400000047	-126507201	-400000047	-400000047	-400000047	-31076530	-400000047	0	0
-57365758	-400000047	-126499334	-400000047	-400000047	-400000047	-31077102	-400000047	0	0
-57374818	-400000047	-126502958	-400000047	-400000047	-400000047	-31079820	-400000047	0	0
-57377631	-400000047	-126510778	-400000047	-400000047	-400000047	-31084302	-400000047	0	0
-57379586	-400000047	-126515832	-400000047	-400000047	-400000047	-31085351	-400000047	0	0
-57378155	-400000047	-126524415	-400000047	-400000047	-400000047	-31086067	-400000047	0	0
-57372290	-400000047	-126520601	-400000047	-400000047	-400000047	-31083444	-400000047	0	0
-57365424	-400000047	-126514259	-400000047	-400000047	-400000047	-31080058	-400000047	0	0
-57366425	-400000047	-126515212	-400000047	-400000047	-400000047	-31087545	-400000047	0	0
-57371241	-400000047	-126524129	-400000047	-400000047	-400000047	-31091312	-400000047	0	0
-57376010	-400000047	-126535144	-400000047	-400000047	-400000047	-31095317	-400000047	0	0
-57375724	-400000047	-126535335	-400000047	-400000047	-400000047	-31096271	-400000047	0	0
-57384307	-400000047	-126540818	-400000047	-400000047	-400000047	-31106857	-400000047	0	0
-57401473	-400000047	-126548496	-400000047	-400000047	-400000047	-31125024	-400000047	0	0
-57399804	-400000047	-126546493	-400000047	-400000047	-400000047	-31125215	-400000047	0	0
-57403380	-400000047	-126545158	-400000047	-400000047	-400000047	-31120590	-400000047	0	0
-57412917	-400000047	-126557842	-400000047	-400000047	-400000047	-31124690	-400000047	0	0
-57411868	-400000047	-126558461	-400000047	-400000047	-400000047	-31122592	-400000047	0	0
-57409341	-400000047	-126559940	-400000047	-400000047	-400000047	-31123927	-400000047	0	0
-57419497	-400000047	-126564803	-400000047	-400000047	-400000047	-31130794	-400000047	0	0
-57421023	-400000047	-126560369	-400000047	-400000047	-400000047	-31130699	-400000047	0	0
-57425219	-400000047	-126562228	-400000047	-400000047	-400000047	-31131366	-400000047	0	0
-57430560	-400000047	-126567664	-400000047	-400000047	-400000047	-31136230	-400000047	0	0
-57435471	-400000047	-126570859	-400000047	-400000047	-400000047	-31147912	-400000047	0	0
-57446248	-400000047	-126583352	-400000047	-400000047	-400000047	-31159023	-400000047	0	0
-57446677	-400000047	-126585546	-400000047	-400000047	-400000047	-31155208	-400000047	0	0
-57441909	-400000047	-126578822	-400000047	-400000047	-400000047	-31148246	-400000047	0	0
-57426173	-400000047	-126560798	-400000047	-400000047	-400000047	-31133130	-400000047	0	0
-57404715	-400000047	-126550069	-400000047	-400000047	-400000047	-31117967	-400000047	0	0
-57386119	-400000047	-126537862	-400000047	-400000047	-400000047	-31101898	-400000047	0	0
-57371480	-400000047	-126527610	-400000047	-400000047	-400000047	-31089500	-400000047	0	0
-57377679	-400000047	-126526466	-400000047	-400000047	-400000047	-31091407	-400000047	0	0
-57394845	-400000047	-126544109	-400000047	-400000047	-400000047	-31111530	-400000047	0	0
-57401568	-400000047	-126544538	-400000047	-400000047	-400000047	-31117442	-400000047	0	0
-57411868	-400000047	-126553216	-400000047	-400000047	-400000047	-31121305	-400000047	0	0
-57409388	-400000047	-126554218	-400000047	-400000047	-400000047	-31116680	-400000047	0	0
-57399470	-400000047	-126547208	-400000047	-400000047	-400000047	-31108430	-400000047	0	0
-57389456	-400000047	-126542917	-400000047	-400000047	-400000047	-31103423	-400000047	0	0
-57386595	-400000047	-126541581	-400000047	-400000047	-400000047	-31099895	-400000047	0	0
-57375724	-400000047	-126526275	-400000047	-400000047	-400000047	-31086019	-400000047	0	0
-57361228	-400000047	-126511874	-400000047	-400000047	-400000047	-31072095	-400000047	0	0
-57362801	-400000047	-126518264	-400000047	-400000047	-400000047	-31072572	-400000047	0	0
-57368666	-400000047	-126531234	-400000047	-400000047	-400000047	-31081346	-400000047	0	0
-57368571	-400000047	-126526943	-400000047	-400000047	-400000047	-31083921	-400000047	0	0
-57362086	-400000047	-126517310	-400000047	-400000047	-400000047	-31075242	-400000047	0	0
-57357365	-400000047	-126509872	-400000047	-400000047	-400000047	-31068757	-400000047	0	0
-57364089	-400000047	-126507631	-400000047	-400000047	-400000047	-31071857	-400000047	0	0
-57370001	-400000047	-126511541	-400000047	-400000047	-400000047	-31073192	-400000047	0	0
-57376629	-400000047	-126520696	-400000047	-400000047	-400000047	-31078533	-400000047	0	0
-57371289	-400000047	-126521650	-400000047	-400000047	-400000047	-31077674	-400000047	0	0
-57396514	-400000047	-126551023	-400000047	-400000047	-400000047	-31109050	-400000047	0	0
-57400090	-400000047	-126554551	-400000047	-400000047	-400000047	-31114248	-400000047	0	0
-57396275	-400000047	-126555887	-400000047	-400000047	-400000047	-31112865	-400000047	0	0
-57403905	-400000047	-126567331	-400000047	-400000047	-400000047	-31120494	-400000047	0	0
-57393510	-400000047	-126551166	-400000047	-400000047	-400000047	-31105045	-400000047	0	0
-57389552	-400000047	-126536384	-400000047	-400000047	-400000047	-31095460	-400000047	0	0
-57388360	-400000047	-126536193	-400000047	-400000047	-400000047	-31096509	-400000047	0	0
-57391793	-400000047	-126537528	-400000047	-400000047	-400000047	-31098321	-400000047	0	0
-57408959	-400000047	-126557555	-400000047	-400000047	-400000047	-31117967	-400000047	0	0
-57400042	-400000047	-126554933	-400000047	-400000047	-400000047	-31112483	-400000047	0	0
-57393510	-400000047	-126553073	-400000047	-400000047	-400000047	-31103805	-400000047	0	0
