-2.9399,0
-2.9965,0.0039063
-3.0534,0.0078125
-3.1104,0.011719
-3.1675,0.015625
-3.2247,0.019531
-3.2819,0.023438
-3.3391,0.027344
4.6037,0.03125
4.5465,0.035156
4.4895,0.039063
4.4325,0.042969
4.3758,0.046875
4.3192,0.050781
4.2628,0.054688
4.2067,0.058594
4.1509,0.0625
4.0953,0.066406
4.04,0.070313
3.9851,0.074219
3.9306,0.078125
-4.1237,0.082031
-4.1775,0.085938
-4.2309,0.089844
3.7161,0.09375
3.6636,0.097656
3.6115,0.10156
3.5598,0.10547
3.5087,0.10938
3.4581,0.11328
3.408,0.11719
3.3584,0.12109
3.3094,0.125
3.2609,0.12891
3.213,0.13281
3.1657,0.13672
3.119,0.14063
3.0728,0.14453
-4.9728,0.14844
-5.0178,0.15234
-5.0621,0.15625
2.8941,0.16016
2.8509,0.16406
2.8084,0.16797
2.7665,0.17188
2.7252,0.17578
2.6845,0.17969
2.6445,0.18359
2.6052,0.1875
2.5664,0.19141
2.5284,0.19531
2.4909,0.19922
2.4541,0.20313
2.418,0.20703
2.3825,0.21094
-5.6524,0.21484
-5.6866,0.21875
-5.7202,0.22266
2.2468,0.22656
2.2144,0.23047
2.1827,0.23438
2.1516,0.23828
2.1211,0.24219
2.0913,0.24609
2.0621,0.25
2.0335,0.25391
2.0055,0.25781
1.9781,0.26172
1.9514,0.26563
1.9252,0.26953
1.8996,0.27344
1.8746,0.27734
-6.1498,0.28125
-6.1736,0.28516
-6.1969,0.28906
1.7804,0.29297
1.7582,0.29688
1.7366,0.30078
1.7155,0.30469
1.695,0.30859
1.675,0.3125
1.6556,0.31641
1.6367,0.32031
1.6183,0.32422
1.6004,0.32813
1.583,0.33203
1.5661,0.33594
1.5498,0.33984
1.5338,0.34375
-6.4816,0.34766
-6.4966,0.35156
-6.5111,0.35547
1.4748,0.35938
1.4612,0.36328
1.448,0.36719
1.4352,0.37109
1.4229,0.375
1.4109,0.37891
1.3994,0.38281
1.3883,0.38672
1.3776,0.39063
1.3673,0.39453
1.3574,0.39844
1.3479,0.40234
1.3387,0.40625
-6.6701,0.41016
-6.6786,0.41406
-6.6867,0.41797
1.3055,0.42188
1.2981,0.42578
1.2909,0.42969
1.2841,0.43359
1.2777,0.4375
1.2715,0.44141
1.2656,0.44531
1.2601,0.44922
1.2548,0.45313
1.2499,0.45703
1.2452,0.46094
1.2408,0.46484
1.2367,0.46875
1.2328,0.47266
-6.7708,0.47656
-6.7742,0.48047
-6.7773,0.48438
1.2198,0.48828
1.2171,0.49219
1.2147,0.49609
1.2125,0.5
1.2105,0.50391
1.2087,0.50781
1.2071,0.51172
1.2058,0.51563
1.2046,0.51953
1.2036,0.52344
1.2029,0.52734
1.2023,0.53125
1.2019,0.53516
1.2017,0.53906
-6.7984,0.54297
-6.7983,0.54688
-6.7981,0.55078
1.2023,0.55469
1.2029,0.55859
1.2035,0.5625
1.2044,0.56641
1.2053,0.57031
1.2064,0.57422
1.2077,0.57813
1.2091,0.58203
1.2106,0.58594
1.2122,0.58984
1.2139,0.59375
1.2158,0.59766
1.2178,0.60156
1.2199,0.60547
-6.7779,0.60938
-6.7757,0.61328
-6.7733,0.61719
1.2291,0.62109
1.2317,0.625
1.2343,0.62891
1.237,0.63281
1.2398,0.63672
1.2426,0.64063
1.2456,0.64453
1.2486,0.64844
1.2517,0.65234
1.2549,0.65625
1.2581,0.66016
1.2614,0.66406
1.2648,0.66797
1.2682,0.67188
-6.7283,0.67578
-6.7248,0.67969
-6.7212,0.68359
1.2824,0.6875
1.2861,0.69141
1.2898,0.69531
1.2935,0.69922
1.2973,0.70313
1.3011,0.70703
1.305,0.71094
1.3089,0.71484
1.3129,0.71875
1.3169,0.72266
1.3209,0.72656
1.325,0.73047
1.3291,0.73438
1.3332,0.73828
-6.6627,0.74219
-6.6585,0.74609
-6.6544,0.75
1.3498,0.75391
1.354,0.75781
1.3582,0.76172
1.3624,0.76563
1.3667,0.76953
1.3709,0.77344
1.3752,0.77734
1.3795,0.78125
1.3838,0.78516
1.3881,0.78906
1.3924,0.79297
1.3968,0.79688
1.4011,0.80078
1.4054,0.80469
-6.5902,0.80859
-6.5859,0.8125
-6.5816,0.81641
1.4227,0.82031
1.427,0.82422
1.4313,0.82813
1.4356,0.83203
1.4399,0.83594
1.4442,0.83984
1.4484,0.84375
1.4527,0.84766
1.4569,0.85156
1.4612,0.85547
1.4654,0.85938
1.4696,0.86328
1.4738,0.86719
1.478,0.87109
-6.5178,0.875
-6.5137,0.87891
-6.5096,0.88281
1.4944,0.88672
1.4985,0.89063
1.5025,0.89453
1.5064,0.89844
1.5104,0.90234
1.5143,0.90625
1.5181,0.91016
1.522,0.91406
1.5258,0.91797
1.5296,0.92188
1.5333,0.92578
1.537,0.92969
1.5406,0.93359
1.5442,0.9375
-6.4523,0.94141
-6.4488,0.94531
-6.4454,0.94922
1.558,0.95313
1.5612,0.95703
1.5645,0.96094
1.5676,0.96484
1.5707,0.96875
1.5737,0.97266
1.5767,0.97656
1.5796,0.98047
1.5824,0.98438
1.5851,0.98828
1.5878,0.99219
1.5903,0.99609
1.5928,1
-6.4048,1.0039
-6.4025,1.0078
-6.4003,1.0117
-6.3982,1.0156
1.6038,1.0195
1.6057,1.0234
1.6075,1.0273
1.6092,1.0313
1.6108,1.0352
1.6123,1.0391
1.6137,1.043
1.615,1.0469
1.6162,1.0508
1.6174,1.0547
1.6184,1.0586
1.6193,1.0625
1.6201,1.0664
-6.3792,1.0703
-6.3786,1.0742
-6.3781,1.0781
-6.3777,1.082
1.6226,1.0859
1.6227,1.0898
1.6228,1.0938
1.6227,1.0977
1.6226,1.1016
1.6224,1.1055
1.622,1.1094
1.6216,1.1133
1.6211,1.1172
1.6205,1.1211
1.6198,1.125
1.619,1.1289
1.6182,1.1328
-6.3828,1.1367
-6.3839,1.1406
-6.385,1.1445
-6.3863,1.1484
1.6124,1.1523
1.6109,1.1563
1.6094,1.1602
1.6078,1.1641
1.6062,1.168
1.6044,1.1719
1.6026,1.1758
1.6008,1.1797
1.5989,1.1836
1.5969,1.1875
1.5949,1.1914
1.5928,1.1953
1.5907,1.1992
-6.4115,1.2031
-6.4137,1.207
-6.416,1.2109
1.5817,1.2148
1.5793,1.2188
1.5769,1.2227
1.5744,1.2266
1.5719,1.2305
1.5694,1.2344
1.5669,1.2383
1.5643,1.2422
1.5618,1.2461
1.5592,1.25
1.5566,1.2539
1.5539,1.2578
1.5513,1.2617
1.5486,1.2656
-6.4541,1.2695
-6.4568,1.2734
-6.4595,1.2773
1.5377,1.2813
1.535,1.2852
1.5322,1.2891
1.5294,1.293
1.5267,1.2969
1.5239,1.3008
1.5211,1.3047
1.5183,1.3086
1.5156,1.3125
1.5128,1.3164
1.51,1.3203
1.5073,1.3242
1.5045,1.3281
1.5018,1.332
-6.501,1.3359
-6.5037,1.3398
-6.5065,1.3438
1.4907,1.3477
1.488,1.3516
1.4852,1.3555
1.4825,1.3594
1.4798,1.3633
1.4771,1.3672
1.4744,1.3711
1.4717,1.375
1.469,1.3789
1.4664,1.3828
1.4638,1.3867
1.4611,1.3906
1.4585,1.3945
1.456,1.3984
-6.5466,1.4023
-6.5492,1.4063
-6.5517,1.4102
1.4457,1.4141
1.4432,1.418
1.4406,1.4219
1.4381,1.4258
1.4356,1.4297
1.4332,1.4336
1.4307,1.4375
1.4283,1.4414
1.4259,1.4453
1.4235,1.4492
1.4212,1.4531
1.4189,1.457
1.4165,1.4609
1.4143,1.4648
-6.588,1.4688
-6.5903,1.4727
-6.5925,1.4766
1.4052,1.4805
1.403,1.4844
1.4008,1.4883
1.3986,1.4922
1.3965,1.4961
1.3944,1.5
1.3923,1.5039
1.3902,1.5078
1.3882,1.5117
1.3861,1.5156
1.3842,1.5195
1.3822,1.5234
1.3803,1.5273
1.3784,1.5313
-6.6235,1.5352
-6.6254,1.5391
-6.6272,1.543
1.3709,1.5469
1.3691,1.5508
1.3673,1.5547
1.3656,1.5586
1.3639,1.5625
1.3622,1.5664
1.3605,1.5703
1.3589,1.5742
1.3573,1.5781
1.3557,1.582
1.3542,1.5859
1.3528,1.5898
1.3513,1.5938
1.3499,1.5977
-6.6515,1.6016
-6.6528,1.6055
-6.6542,1.6094
1.3445,1.6133
1.3433,1.6172
1.342,1.6211
1.3408,1.625
1.3397,1.6289
1.3386,1.6328
1.3375,1.6367
1.3365,1.6406
1.3355,1.6445
1.3346,1.6484
1.3337,1.6523
1.3329,1.6563
1.3321,1.6602
1.3314,1.6641
-6.6693,1.668
-6.6699,1.6719
-6.6705,1.6758
1.329,1.6797
1.3285,1.6836
1.328,1.6875
1.3276,1.6914
1.3273,1.6953
1.327,1.6992
1.3268,1.7031
1.3267,1.707
1.3266,1.7109
1.3266,1.7148
1.3267,1.7188
1.3268,1.7227
1.3271,1.7266
-6.6727,1.7305
-6.6723,1.7344
-6.6719,1.7383
-6.6714,1.7422
1.3292,1.7461
1.3299,1.75
1.3306,1.7539
1.3315,1.7578
1.3324,1.7617
1.3335,1.7656
1.3347,1.7695
1.336,1.7734
1.3375,1.7773
1.3391,1.7813
1.3408,1.7852
1.3427,1.7891
1.3447,1.793
-6.6532,1.7969
-6.6509,1.8008
-6.6484,1.8047
-6.6458,1.8086
1.357,1.8125
1.36,1.8164
1.3632,1.8203
1.3665,1.8242
1.3701,1.8281
1.3739,1.832
1.378,1.8359
1.3822,1.8398
1.3868,1.8438
1.3915,1.8477
1.3966,1.8516
1.4019,1.8555
1.4075,1.8594
-6.5867,1.8633
-6.5805,1.8672
-6.574,1.8711
1.4327,1.875
1.4398,1.8789
1.4472,1.8828
1.4549,1.8867
1.463,1.8906
1.4714,1.8945
1.4803,1.8984
1.4895,1.9023
1.499,1.9063
1.509,1.9102
1.5194,1.9141
1.5302,1.918
1.5414,1.9219
1.553,1.9258
-6.435,1.9297
-6.4225,1.9336
-6.4096,1.9375
1.6038,1.9414
1.6176,1.9453
1.6319,1.9492
1.6467,1.9531
1.662,1.957
1.6777,1.9609
1.694,1.9648
1.7108,1.9688
1.7281,1.9727
1.746,1.9766
1.7644,1.9805
1.7833,1.9844
1.8028,1.9883
1.8228,1.9922
-6.1566,1.9961
-6.1355,2
-6.1138,2.0039
1.9085,2.0078
1.9314,2.0117
1.9548,2.0156
1.9789,2.0195
2.0036,2.0234
2.0288,2.0273
2.0547,2.0313
2.0812,2.0352
2.1084,2.0391
2.1362,2.043
2.1646,2.0469
2.1936,2.0508
2.2233,2.0547
2.2536,2.0586
-5.7154,2.0625
-5.6838,2.0664
-5.6515,2.0703
2.3814,2.0742
2.4149,2.0781
2.4491,2.082
2.484,2.0859
2.5195,2.0898
2.5557,2.0938
2.5926,2.0977
2.6301,2.1016
2.6683,2.1055
2.7071,2.1094
2.7466,2.1133
2.7867,2.1172
2.8275,2.1211
2.869,2.125
-5.089,2.1289
-5.0463,2.1328
-5.0029,2.1367
3.041,2.1406
3.0856,2.1445
3.1307,2.1484
3.1765,2.1523
3.2229,2.1563
3.2698,2.1602
3.3174,2.1641
