-955	-399	-403	-583	119	-299	287	-757	0	0	0	0
-947	-360	-405	-469	289	-363	182	-836	0	0	0	0
-215	184	456	109	699	233	707	-490	0	0	0	0
-230	9	207	-153	499	-195	714	-569	0	0	0	0
-683	-338	-501	-435	363	-299	509	-558	0	0	0	0
-1063	-633	-573	-429	391	-468	559	-528	0	0	0	0
-902	-384	-519	-195	345	-485	705	-793	0	0	0	0
-153	135	181	391	877	-9	1171	-137	0	0	0	0
299	509	224	442	919	15	1115	-162	0	0	0	0
-969	-568	-613	-375	478	-477	781	-335	0	0	0	0
-983	-315	-229	-223	615	-219	817	-133	0	0	0	0
-105	332	489	483	1082	360	1401	413	0	0	0	0
-52	616	921	593	1410	685	1781	876	0	0	0	0
-387	-155	-217	142	817	-33	1677	1159	0	0	0	0
105	474	508	535	1302	477	1947	1792	0	0	0	0
687	941	789	1163	1634	654	2225	2085	0	0	0	0
254	592	285	759	1498	361	2249	2403	0	0	0	0
149	473	496	815	1770	746	2676	3017	0	0	0	0
659	1085	1287	1448	2255	1413	3182	3482	0	0	0	0
505	965	925	1252	1859	989	2981	3372	0	0	0	0
1017	1717	1702	1801	2489	1681	3607	4211	0	0	0	0
1359	1933	1824	2094	2549	1843	3805	4753	0	0	0	0
1236	1853	1775	2092	2632	2021	4181	5481	0	0	0	0
2007	2579	2551	2771	3319	2705	4965	6340	0	0	0	0
2469	3034	2987	3269	3948	3129	5556	6976	0	0	0	0
2525	3213	2899	3244	3975	3207	5531	7260	0	0	0	0
2363	2841	2613	3083	3755	3001	5304	7019	0	0	0	0
2342	2941	2637	3305	4210	3229	5404	7191	0	0	0	0
3299	3927	3756	4453	4963	3897	5939	7451	0	0	0	0
2965	3591	3190	3688	4426	3544	5547	7331	0	0	0	0
2867	3447	3107	3689	4441	3705	5641	7556	0	0	0	0
2915	3419	3183	3739	4433	3676	5799	7538	0	0	0	0
2977	3328	3191	3651	4259	3388	5790	7486	0	0	0	0
2970	3481	3365	3769	4401	3507	6007	7547	0	0	0	0
3010	3603	3412	3767	4580	3826	5917	7444	0	0	0	0
3116	3805	3494	3870	4885	3994	5841	7042	0	0	0	0
3591	4074	3683	4492	5343	4059	6007	6893	0	0	0	0
3534	4113	3632	4589	5155	4060	5949	6567	0	0	0	0
3523	4079	3583	4355	5107	3797	5686	6330	0	0	0	0
3261	3940	3284	4115	5120	3800	5436	6041	0	0	0	0
2937	3651	3067	3761	4462	3485	5149	5478	0	0	0	0
2768	3398	3069	3488	3991	3179	5131	5199	0	0	0	0
2458	3033	2596	3341	3777	2829	4822	4854	0	0	0	0
2279	2744	2383	3104	3385	2791	4603	4703	0	0	0	0
2737	3127	2757	3382	3787	2989	4603	4476	0	0	0	0
2731	3164	2773	3311	3681	2729	4100	3779	0	0	0	0
2923	3287	3019	3588	3959	3136	4195	3570	0	0	0	0
2607	3386	3089	3194	3803	3093	4001	3227	0	0	0	0
2183	3000	2967	2776	3723	2924	3760	2993	0	0	0	0
2108	2823	2555	2739	3578	2500	3930	2911	0	0	0	0
1844	2773	2431	2589	3468	2470	4064	2768	0	0	0	0
1281	1987	1681	2077	2941	1996	3712	2519	0	0	0	0
764	1543	1182	1791	2699	1814	3285	2258	0	0	0	0
660	1491	1308	1537	2595	1826	3231	2139	0	0	0	0
793	1509	1412	1559	2695	1815	3341	2181	0	0	0	0
1021	1846	1518	1968	2903	2177	3381	1945	0	0	0	0
1538	2491	2203	2234	3273	2647	3221	1753	0	0	0	0
1701	2392	2224	2341	3225	2480	2891	1297	0	0	0	0
2117	2845	2483	2724	3503	2677	3127	1366	0	0	0	0
1893	2573	2082	2472	3285	2192	2837	1431	0	0	0	0
1395	1885	1488	1969	2975	1924	2905	1367	0	0	0	0
1351	1915	1251	2000	2962	1847	3087	1541	0	0	0	0
1214	1848	1303	2229	3097	1955	3324	1998	0	0	0	0
1054	1973	1223	1947	3116	2003	3379	1850	0	0	0	0
675	1590	1049	1713	3009	1877	3395	1760	0	0	0	0
791	1687	1127	1881	3287	2003	3512	1866	0	0	0	0
619	1649	1106	1913	2956	1903	3315	1550	0	0	0	0
1061	2325	1830	2017	3147	2081	3343	1449	0	0	0	0
889	2073	1911	1742	2979	1875	2827	1188	0	0	0	0
396	1397	1078	1415	2443	1421	2517	1018	0	0	0	0
769	1637	1286	1564	2378	1485	2615	1040	0	0	0	0
503	887	183	1248	1641	560	2379	808	0	0	0	0
405	681	-71	1159	1601	538	2272	775	0	0	0	0
527	777	43	1191	1429	545	2227	701	0	0	0	0
743	1175	260	1500	1665	663	2284	630	0	0	0	0
681	867	49	1131	1582	403	2049	352	0	0	0	0
757	1066	479	1316	1758	754	2262	389	0	0	0	0
623	1242	573	1512	1903	919	2265	455	0	0	0	0
509	966	617	1203	1921	1041	2145	112	0	0	0	0
363	1143	781	1011	1719	769	1981	-151	0	0	0	0
-249	285	212	505	1368	331	1909	170	0	0	0	0
-57	503	128	690	1573	547	1927	354	0	0	0	0
-103	465	59	642	1370	405	1799	167	0	0	0	0
404	901	354	1145	1710	773	1973	358	0	0	0	0
867	1282	779	1517	1923	855	2003	238	0	0	0	0
737	1121	411	1199	1759	810	1802	83	0	0	0	0
305	695	132	992	1443	677	1609	-59	0	0	0	0
250	447	25	813	1601	463	1760	-39	0	0	0	0
-132	253	21	785	1362	509	1537	-228	0	0	0	0
150	669	411	923	1623	718	1671	-155	0	0	0	0
169	753	203	806	1358	503	1650	-159	0	0	0	0
65	353	-16	839	1313	205	1650	-86	0	0	0	0
199	543	115	835	1236	306	1597	-73	0	0	0	0
553	795	188	1012	1565	371	1937	127	0	0	0	0
1043	1159	483	1333	1854	807	1981	16	0	0	0	0
191	553	-88	686	1175	183	1624	-91	0	0	0	0
-70	25	-376	339	916	-73	1432	-301	0	0	0	0
-240	-23	-278	327	705	-100	1208	-728	0	0	0	0
-525	-206	-312	-107	479	-208	1037	-990	0	0	0	0
-585	-187	-308	-201	435	-117	1031	-931	0	0	0	0
-691	-307	-273	-341	208	-201	801	-1161	0	0	0	0
-745	-320	-185	-253	275	-155	875	-1225	0	0	0	0
-745	-265	-179	-263	447	89	819	-1067	0	0	0	0
-933	-388	-391	-206	390	-38	907	-819	0	0	0	0
-712	-104	-229	-167	566	-108	1181	-565	0	0	0	0
-198	41	-191	229	1061	215	1514	-277	0	0	0	0
73	546	100	661	1297	504	1991	-44	0	0	0	0
-590	-278	-639	-111	586	-156	1526	-303	0	0	0	0
-1089	-589	-1029	-603	189	-315	1544	51	0	0	0	0
-1131	-709	-922	-592	66	-601	1533	216	0	0	0	0
