6724310	7162190	13143350	4024076	-400000047	-400000047	-400000047	-400000047	2	321	1964506823	8293536	0	0	0	0	0
6727505	7167054	13148357	4022217	-400000047	-400000047	-400000047	-400000047	2	321	1964506825	8293603	0	0	0	0	0
6731177	7175684	13154126	4024458	-400000047	-400000047	-400000047	-400000047	2	321	1964506827	8293648	0	0	0	0	0
6734562	7179308	13159181	4027319	-400000047	-400000047	-400000047	-400000047	2	321	1964506829	8293689	0	0	0	0	0
6734324	7180834	13156320	4024744	-400000047	-400000047	-400000047	-400000047	2	321	1964506831	8293741	0	0	0	0	0
6739283	7183504	13158799	4023504	-400000047	-400000047	-400000047	-400000047	2	321	1964506833	8295059	8300385	0	0	0	0
6746388	7189560	13168765	4023600	-400000047	-400000047	-400000047	-400000047	2	321	1964506835	8300022	0	0	0	0	0
6749296	7198239	13172389	4025984	-400000047	-400000047	-400000047	-400000047	2	321	1964506837	8300086	0	0	0	0	0
6750155	7200909	13172723	4026842	-400000047	-400000047	-400000047	-400000047	2	321	1964506839	8300132	0	0	0	0	0
6749678	7203961	13174535	4029226	-400000047	-400000047	-400000047	-400000047	2	321	1964506841	8300176	0	0	0	0	0
6755591	7207871	13179828	4032326	-400000047	-400000047	-400000047	-400000047	2	321	1964506843	8300233	0	0	0	0	0
6764603	7215453	13182832	4031372	-400000047	-400000047	-400000047	-400000047	2	321	1964506845	8300277	0	0	0	0	0
6766749	7217455	13183690	4023981	-400000047	-400000047	-400000047	-400000047	2	321	1964506847	8301338	0	0	0	0	0
6771422	7220507	13187457	4015827	-400000047	-400000047	-400000047	-400000047	2	321	1964506849	8303803	0	0	0	0	0
6774617	7220888	13191033	4011917	-400000047	-400000047	-400000047	-400000047	2	321	1964506851	8303868	8309195	0	0	0	0
6780815	7228804	13199617	4027987	-400000047	-400000047	-400000047	-400000047	2	321	1964506853	8309555	8311730	0	0	0	0
6793022	7251883	13219024	4057837	-400000047	-400000047	-400000047	-400000047	2	321	1964506855	8312629	0	0	0	0	0
6812477	7271433	13241292	4087019	-400000047	-400000047	-400000047	-400000047	2	321	1964506857	8312706	0	0	0	0	0
6811858	7266903	13237191	4084969	-400000047	-400000047	-400000047	-400000047	2	321	1964506859	8312746	0	0	0	0	0
6787920	7245255	13209630	4064846	-400000047	-400000047	-400000047	-400000047	2	321	1964506861	8312774	8314187	0	0	0	0
6771422	7232285	13197518	4051638	-400000047	-400000047	-400000047	-400000047	2	321	1964506863	8315155	8316749	0	0	0	0
6762219	7228852	13188983	4036331	-400000047	-400000047	-400000047	-400000047	2	321	1964506865	8319104	0	0	0	0	0
6758738	7225562	13186265	4025173	-400000047	-400000047	-400000047	-400000047	2	321	1964506867	8319199	0	0	0	0	0
6761694	7221508	13189078	4028845	-400000047	-400000047	-400000047	-400000047	2	321	1964506869	8319248	0	0	0	0	0
6760645	7216788	13187743	4036331	-400000047	-400000047	-400000047	-400000047	2	321	1964506871	8319301	0	0	0	0	0
6768656	7228566	13193418	4044723	-400000047	-400000047	-400000047	-400000047	2	321	1964506873	8321399	0	0	0	0	0
6763888	7227278	13189222	4041958	-400000047	-400000047	-400000047	-400000047	2	321	1964506875	8323886	0	0	0	0	0
6742668	7207013	13168574	4017735	-400000047	-400000047	-400000047	-400000047	2	321	1964506877	8324021	8325237	0	0	0	0
6732560	7199479	13158990	4004431	-400000047	-400000047	-400000047	-400000047	2	321	1964506879	8331575	0	0	0	0	0
6725169	7186938	13151361	3994846	-400000047	-400000047	-400000047	-400000047	2	321	1964506881	8331643	0	0	0	0	0
6728792	7181836	13156749	3995991	-400000047	-400000047	-400000047	-400000047	2	321	1964506883	8331675	8332796	0	0	0	0
6731892	7184697	13156463	3993940	-400000047	-400000047	-400000047	-400000047	2	321	1964506885	8333940	0	0	0	0	0
6730509	7185269	13157416	3996181	-400000047	-400000047	-400000047	-400000047	2	321	1964506887	8334015	8335734	0	0	0	0
6738377	7197094	13165141	4005003	-400000047	-400000047	-400000047	-400000047	2	321	1964506889	8337150	0	0	0	0	0
6739712	7201481	13166524	4005432	-400000047	-400000047	-400000047	-400000047	2	321	1964506891	8337219	0	0	0	0	0
6732273	7197285	13159181	3997135	-400000047	-400000047	-400000047	-400000047	2	321	1964506893	8339648	0	0	0	0	0
6735611	7196856	13158275	3995705	-400000047	-400000047	-400000047	-400000047	2	321	1964506895	8339704	0	0	0	0	0
6742144	7195235	13165380	4003525	-400000047	-400000047	-400000047	-400000047	2	321	1964506897	8339736	8342533	0	0	0	0
6741667	7193661	13168956	4006767	-400000047	-400000047	-400000047	-400000047	2	321	1964506899	8347149	0	0	0	0	0
6746912	7208014	13177301	4013014	-400000047	-400000047	-400000047	-400000047	2	321	1964506901	8347210	0	0	0	0	0
6753064	7219744	13184167	4016876	-400000047	-400000047	-400000047	-400000047	2	321	1964506903	8349608	0	0	0	0	0
6743431	7208062	13173295	4005575	-400000047	-400000047	-400000047	-400000047	2	321	1964506905	8349666	8350439	0	0	0	0
6744623	7207585	13171340	4004669	-400000047	-400000047	-400000047	-400000047	2	321	1964506907	8352134	0	0	0	0	0
6750965	7218314	13176108	4010248	-400000047	-400000047	-400000047	-400000047	2	321	1964506909	8352235	8358781	0	0	0	0
6756258	7223702	13179780	4016685	-400000047	-400000047	-400000047	-400000047	2	321	1964506911	8359161	0	0	0	0	0
6752444	7220555	13171769	4012108	-400000047	-400000047	-400000047	-400000047	2	321	1964506913	8359238	0	0	0	0	0
6757737	7224274	13175298	4016447	-400000047	-400000047	-400000047	-400000047	2	321	1964506915	8359278	8361569	0	0	0	0
6768561	7226181	13187457	4023027	-400000047	-400000047	-400000047	-400000047	2	321	1964506917	8362765	0	0	0	0	0
6778002	7235909	13197614	4031372	-400000047	-400000047	-400000047	-400000047	2	321	1964506919	8362828	0	0	0	0	0
6774140	7242489	13193513	4027653	-400000047	-400000047	-400000047	-400000047	2	321	1964506921	8362867	0	0	0	0	0
6762886	7228423	13182498	4017973	-400000047	-400000047	-400000047	-400000047	2	321	1964506923	8362906	8367478	0	0	0	0
6757546	7213784	13174678	4011917	-400000047	-400000047	-400000047	-400000047	2	321	1964506925	8367221	0	0	0	0	0
